id,text,category,score
33,"Putin vai enfiar o dedo no cu dele e dizer, procura o Lula que eu estou atolado na merda pra te ajudar.",OFFENSIVE,0.9822872281074524
34,Lucas Moura desloca o Leo Jardim pra abrir o placar em São Januário Vasco 0x1 São Paulo,NON_OFFENSIVE,0.0008095815428532
35,Por essa jovem a turminha da esquerda não aparece pra protestar né. Essa galera gosta é de queimar vela pra bandido!,OFFENSIVE,0.6594814658164978
36,"Estamos assistindo agora!! Uma excelente semana, Kim!",NON_OFFENSIVE,0.0003055096894968
37,WILL TAVA CERTO QUE SAORY GOSTA DE HOMEM VELHO E TAVA USANDO O DUDU COM SELINHOS DE AMIGO GAY E ELE ACORDOU E AGORA ELA TA POR CONTA PRÓPRIA,OFFENSIVE,0.8781914710998535
38,Lula escancara APOIO AO DITADOR ASSASSINO!!! Verme!!! Lixo,OFFENSIVE,0.990880012512207
39,"Emocionante! Nicole Bahls compartilhou com os seguidores uma ação solidária que realizou ao ajudar uma fã que estava na porta dos estúdios da Globo a comprar uma cadeira de rodas motorizada para a filha, Kamilly, que é pessoa com deficiência. nicolebahls",NON_OFFENSIVE,0.0055452608503401
40,Repita comigo Moraes não tem essa competência,NON_OFFENSIVE,0.2068635374307632
41,"Pô, o cara é preto.....não entendi....",OFFENSIVE,0.5336676836013794
42,"Descobri só agora que ela é exBBB, para mim ela sempre foi atriz, acho q pq não acompanho muito o programa kkk",NON_OFFENSIVE,0.0299523919820785
43,"É muita raiva do mamacoti. Ahshsh.. Eu sou de direita e acho ele um merdinha. Mas é divertido olhar a gentalha de esquerda, como você. Se descabelando de raiva ahshsh...",OFFENSIVE,0.8717135190963745
44,"Gostava do Diniz no São Paulo, mas hoje não deu pra entender ele. O São Paulo já estava contraatacando algumas vezes, depois das substituições o Vasco além de não criar ficou sem poder de marcação. Não faz sentido abrir o time tão cedo perdendo apenas de 0 a 1.",NON_OFFENSIVE,0.0016047583194449
45,Vergonha ela criticou a vida toda sobre Amazônia e agora esta sendo mais desmatada do que antes e os políticos da hipocrisia,OFFENSIVE,0.7726263403892517
46,"Divide essa bosta caralho, não é justo do jeito que ta, quem quer comer merda tem o direito de comer merda, quem não quer, não pode comer, vão tomar nos cus desgraçados seus vermes malditos, fdps lixos fudidos do caralho",OFFENSIVE,0.9964654445648192
47,lixo horrível,OFFENSIVE,0.9759666323661804
48,"Única coisa que esses vagabundos servem, pra ser adubo !!!",OFFENSIVE,0.6021720170974731
49,Eu não estou não hahshshshdhd estou amando a diva .quero ela infernizando a família perfeita da meggie,OFFENSIVE,0.6151081919670105
50,Depois a esquerda diz que tem PROJETO DE GOVERNO . A ESQUERDA É O LIXO DO MUNDO,OFFENSIVE,0.6144257187843323
51,"1 como? 2 como a midia, vocês, que deveria investigar a fundo a verdade não investigou a fundo a verdade antes de sair por aí repassando informações?",NON_OFFENSIVE,0.029099840670824
52,Isso é um mentiroso pinguço corrupto,OFFENSIVE,0.9629613757133484
53,Agora vc se importa com gasto publico?,NON_OFFENSIVE,0.0131416004151105
54,Eu apoio o fim da 6x1 aí quando a merda feder vamos responsabilizar quem deu a ideia,OFFENSIVE,0.7097088098526001
55,É pouco pra esse mané,NON_OFFENSIVE,0.1639687716960907
56,"Foi o Carluxo que mando tu falar isso, duginista do 5 excremento ?",OFFENSIVE,0.5824286341667175
57,"Antes do dossiê, tem um vídeo bom para a gente rir... Que tal Kim?",NON_OFFENSIVE,0.0017089620232582
58,REALMENTE É UM POVO LINDO ESCRAVIZADO POR VC LULA DEUS TENHA MISERICÓRDIA DO BRASIL E LIBERTE NOSSA NAÇÃO DE SUAS MÃOS MALIGNA,OFFENSIVE,0.7250281572341919
59,Internacional é um time muito MEDÍOCRE!,OFFENSIVE,0.8183910250663757
60,De novo o Rei ?? Lá vem mais merda Hell de Janeiro não vai ter chance de melhorar.,OFFENSIVE,0.9142500162124634
61,"Absolute cinema! Kim Kardashian, Sarah Paulson, Naomi Watts e Niecy Nash servem muita beleza em visita ao Cristo Redentor durante divulgação da série .",NON_OFFENSIVE,0.0010882382048293
62,ela toda escondidinha,NON_OFFENSIVE,0.2928099334239959
63,Tu podia é está de olho na merd4 que teu partido está fazendo,OFFENSIVE,0.787727952003479
64,Nada vai apagar as merdas que o LH falou. Defensor de bandido!,OFFENSIVE,0.988075852394104
65,Ela é diva ADM,NON_OFFENSIVE,0.075502723455429
66,juro fiz a mesma coisa mas fiquei com cagaço igual,OFFENSIVE,0.6334405541419983
67,E o que tem a ver a foto com a legenda?,NON_OFFENSIVE,0.0008879766101017
68,"Quando o PT apoia a polícia, alguma coisa está errada com essa política.",NON_OFFENSIVE,0.0012253870954737
69,"Ué, mas e só tem ladrões, criminosos, gente estranha e esquisita, apoiadores de bandidos, marmitas de criminosos, maconheiros, cheiradores, gentinha baixa que apoia e são eleitos pelo tráfico. PT PSOL são braços de facções criminosas na política. Notório.",OFFENSIVE,0.7943849563598633
70,"Necessária Ju,Justiça",NON_OFFENSIVE,0.0122309010475873
71,Infelizmente voltou com o merda do yuri,OFFENSIVE,0.9321272373199464
72,"Essa saory é ridicula de mais, nao respeita nem a Galisteu",OFFENSIVE,0.8517932295799255
73,sao paulo so tem idolo random KKKKKKKKKKKKKKK,OFFENSIVE,0.6507195830345154
74,VAI MANTER 3 ZAGUEIROS MESMO NÉ FILHO DA PUTA LIMITADO DO CARALHO ENFIA PORCOLEDA E FERRARESI NO CU SEU FILHO DA PUTA,OFFENSIVE,0.9914724230766296
75,E o haddad não entende nada de economia pois só sabe aumentar impostos.,NON_OFFENSIVE,0.0009803542634472
76,"Kkkkkkkk esquece o publico esse ano, se virem!!! Tanto apoiamos vcs nos apunhalaram Não querer pagar pelo ML e perder a libertadores com Rigoni Vocês trairam a torcida que tanto ajudou Se não fosse a gente estariam rebaixados Entao enfia essa merda ..",OFFENSIVE,0.9672963619232178
77,"Pode chorar, os anjinhos não vão voltar do inferno",NON_OFFENSIVE,0.299090176820755
78,"o STF o PGR e o PT e o mesmo partido, partido contra o BRASIL.",NON_OFFENSIVE,0.0019173247274011
79,Quer chamar a atenção essa nazista mau caráter.,OFFENSIVE,0.8525548577308655
80,Semana que vem a PM já devolve tudo pro CV.,NON_OFFENSIVE,0.0006264756666496
81,"O Hugo mesmo sendo uma merda, ainda consegue ser mais útil que o Tchê Tchê. Pelo menos ele marca. O Diniz deve gostar por conta do jogo dele com o pé.. mas ele n agrega nada, oq acontece é ele perder a bola, ou chegar perto da área adversária e arriscar aquele peteleco na bola.",OFFENSIVE,0.8065840005874634
82,"Enquanto isso, Hugo Motta e Derrite se colocam ao lado do sistema que protege o crime e sabota o trabalho da PF. O Brasil está atento e não vai esquecer esses nomes! CONGRESSO DA BANDIDAGEM DEFENDAM A PF PL DO CRIME ORGANIZADO MOTTA E DERRITE PROTEGEM O CRIME",NON_OFFENSIVE,0.0338563807308673
83,"Quando eu falo que esses brancos progressistas são uns hipócritas de merda, eu sou cancelado pela esquerda",OFFENSIVE,0.9906558394432068
84,O negócio não é aumentar e sim manter preso,NON_OFFENSIVE,0.0021512757521122
85,"Ao contrário dos bolsonaristas, a esquerda não é burra e idiota.",OFFENSIVE,0.9834511280059814
86,"Tem que Abater esses indivíduos Narcotraficantes Narcoterrorista marginais, prender vagabundos não resolve",OFFENSIVE,0.5955302119255066
87,"Neymar nessa edição tá parecendo essa foto ADM, que porra é essa",OFFENSIVE,0.9514983296394348
88,"Boa, polícia!",NON_OFFENSIVE,0.0014174450188875
89,Pode verificar o HD.,NON_OFFENSIVE,0.0002973140217363
90,Tem gente chata em todo lugar!,NON_OFFENSIVE,0.1240983381867408
91,Roubado né na primeira rodada a Saori voltou por dentro do túnel sendo que a Galisteu mandou a Carol voltar do início,NON_OFFENSIVE,0.0007675311644561
92,"Mega da Virada vai dar 850 milhões de reais pra quem ganhar Se eu ganhar o prêmio, dou um PS5 Pro ou um Switch 2 pra cada um que curtir esse tweet, tá feito o compromisso",NON_OFFENSIVE,0.0011045292485505
93,Publicidade de plano odontológico puta q pariu que barra Apequenaram um colosso,OFFENSIVE,0.9753283262252808
94,"Bolsonaro ser apoiado por neonazi é só coincidência, né, ô gordinho figurante de bollywood kkkkkkkkkkkkkkkkkkkkkk",OFFENSIVE,0.8783776164054871
95,Argentinos são uma roleta russa... Ou eles são preconceituosos para um senhor caralho ou eles são uns amorzinho,OFFENSIVE,0.8461035490036011
96,Tenho que concordar... Tá no Planalto. Tá na Esplanada. Tá na Corte.,NON_OFFENSIVE,0.0034829739015549
97,Deveriam ser os primeiros na linha de frente no confronto.,NON_OFFENSIVE,0.0005657591973431
98,"Seu interesse por esse assunto não é novidade, mama gala",NON_OFFENSIVE,0.3843159973621368
99,"O pessoal do movimento feminista não vai gostar muito desta frase, mas a dona bolsonaro está certa.",NON_OFFENSIVE,0.034932691603899
100,Acho que a população precisa criar o Consórcio da fiscalização de deputados folgados! E quando temos uma crise de grande monta no país eles aproveitam para esconder suas tretas!,OFFENSIVE,0.8012508749961853
101,A verdade aos poucos vai aparecendo.,NON_OFFENSIVE,0.0007247652974911
102,"Você votou pra proibir o governo de alertas crianças sobre pedofilia , você é pedófilo ?",OFFENSIVE,0.8637067675590515
103,Meus homens juntinhos,NON_OFFENSIVE,0.168685957789421
104,"Você tem certeza que não é flamenguista? Com todo o carinho amor e respeito. Ta sempre assim. É questão política ou você entende futebol dessa forma mesmo? Enfim, sigo te seguindo! Valeu",NON_OFFENSIVE,0.0015604241052642
105,Gago mentiroso,OFFENSIVE,0.9258135557174684
106,"Esse negócio de nao há espaço para o racismo ja ta ultrapassado, agora é coisa de murro na cara e voadora no racista.",OFFENSIVE,0.5190927386283875
107,Jhonny bateu na mulher ou agrediu outro mc?,NON_OFFENSIVE,0.0762683376669883
108,Estamos de olho,NON_OFFENSIVE,0.0007822593906894
109,Ali só tem bandido e golpista.,OFFENSIVE,0.8889259099960327
110,Só a esquerdalha e a imprensa não apoiam. Novidade zero.,NON_OFFENSIVE,0.0385387502610683
111,Ninguém está vendo... cadê a heman Greta?,NON_OFFENSIVE,0.0539255924522876
112,"Que o próximo seja você, filho da puta",OFFENSIVE,0.9925151467323304
113,A turminha do 5 excremento Duginista especialista em fundos de pensão estão querendo atenção igual o mblixo,OFFENSIVE,0.7664373517036438
114,Agora vai chover matéria de como eles eram trabalhadores,NON_OFFENSIVE,0.0037612912710756
115,"Essa porra é politicagem ou não? Se eu fosse ele, ordenaria mais umas 3 operações.",OFFENSIVE,0.9535757899284364
116,ta podendo os dois?,NON_OFFENSIVE,0.0166601091623306
117,"Pessoal associa uma coroa de flores com o nazismo pq um Youtuber idiota inventou fake news sobre isso e fala essa asneira sem nem pesquisar primeiro, esperar o que?",OFFENSIVE,0.9718780517578124
118,Que palhaçada.,OFFENSIVE,0.8219757080078125
119,porra ser jambrolhado na porrada pela porra do xamuel eh papo de autochurrascamento da n doido,OFFENSIVE,0.9954462647438048
120,Senado aprova Paulo Gonet para mais dois anos à frente da ProcuradoriaGeral da República glo.bookbp9vh,NON_OFFENSIVE,0.000392496731365
121,"Você é mais um grande pitoco de bost4 nessa grande fossa de merd4 que é a esquerda! Viva Donald Trump! A direita vai dominar em 2026! E você, vai tomar no seu toba com muita força esquerdista do caráleo!",OFFENSIVE,0.8910958766937256
122,Lula disse não,NON_OFFENSIVE,0.0004317761631682
123,"Vitória do Corinthians contra o Gremio pelo Brasileirão se consolidou como a maior audiência da TV Aberta nesse domingo 2. O confronto registrou 20,4 pontos de média e 35 de share.",NON_OFFENSIVE,0.0002442050899844
124,Povo doente,OFFENSIVE,0.7938323020935059
125,"Parto de uma mãe porca, isso só mostra o quanto Deus é perfeito!",OFFENSIVE,0.7141704559326172
126,Nem ferrando q ele escreveu isso,OFFENSIVE,0.8107506036758423
127,AQUI É BRASIL CARALHO AQUI É RESILIENCIA AQUI É NO COMANDO DO PROFESSOR CARALHO,OFFENSIVE,0.5982914566993713
128,Ainda creio na volta da direita ao poder,NON_OFFENSIVE,0.0004615079669747
129,"O que adianta ser maior e ser um prego, se fudeu na armadilha do ego",OFFENSIVE,0.5904109477996826
130,Derrite afirma que PL antifacção reconhecerá ações de facções como equivalentes ao terrorismo,NON_OFFENSIVE,0.0014590007485821
131,"Ganhamo, caralhooooo!! Dálhe Missão!!! ,bora botar a onça pra beber água!!",OFFENSIVE,0.7034511566162109
132,Morais é um bandido do PCC,OFFENSIVE,0.8661422729492188
133,Chico tá em todas,NON_OFFENSIVE,0.0037381590809673
134,"Errou , olha quem é",NON_OFFENSIVE,0.0039816456846892
135,"se o nelinho soubesse o tanto de mulher querendo dar pra ele, nem se preocupava com a cicatriz",NON_OFFENSIVE,0.0505509935319423
136,Os caras querem mandar em SC... Bando de lunáticos!!!,OFFENSIVE,0.9792832732200624
137,Concessões de aeroportos não decola em estados e municípios,NON_OFFENSIVE,0.0006664427928626
138,"Infelizmente o flamerda tá na final, que time horrível esse Racing pqp, jogadores burro e atrapalhado",OFFENSIVE,0.91578209400177
139,Ué? Não era aqui a Venezuela?,NON_OFFENSIVE,0.0008828783757053
140,"não dá pra passar a mão na cabeça, diniz foi pros caralhos hoje!",OFFENSIVE,0.9361826181411744
141,Cadê as MAQUININHA?,NON_OFFENSIVE,0.0030528143979609
142,Parabéns para a polícias do Rio de Janeiro! Que Deus abençoe cada um e nao deixe que nenhum deles perca sua vida neste combate!,NON_OFFENSIVE,0.0072524985298514
143,"Eu teria medo de ter um ser demoníaco e decrépito, amaldiçoado e profano desses na minha casa, embaixo do meu teto ficou mt bom parabéns",OFFENSIVE,0.947955310344696
144,É os parentes vão ter que fazer a justiça do olho por olho...,NON_OFFENSIVE,0.0061017628759145
145,"Manhunt Unabomber, a história real que revolucionou o FBI, estreia hoje na Brasil Paralelo. A produção revive a maior caçada da história do FBI e mostra como a inteligência humana venceu o terror tecnológico.",NON_OFFENSIVE,0.0008559352718293
146,MBL é tão esquerda que tá ultrapassando o pt na mentira,NON_OFFENSIVE,0.4301811456680298
147,"Não busca reverter, usem as palavras adequadas. Governo busca retomar o projeto. O que esse canalha quer é uma pec da bandidagem pro pcc.",OFFENSIVE,0.8853107690811157
148,"Ninguém quer saber de você e dessas merdas ai! O Sr. Presidente Julio Casares, destruiu a instituição!",OFFENSIVE,0.9542624354362488
149,Só aqui no Brasil bandidos vivem tranquilos fora da cadeia como lula e seus companheiro eles estão roubado na farra do povo mínguem faz nada lula já destruiu o Brasil.,OFFENSIVE,0.5670623779296875
150,"ué, cadê a galera dizendo que matar não resolve, que os chefões de verdade estão na Europa, perguntando qual era a cor das pessoas executadas Parabéns a PMCE, pela FAXINA e que venham muitas outras.",NON_OFFENSIVE,0.1877717673778534
151,Tornado no Paraná deixa ao menos 1.000 pessoas desalojadas,NON_OFFENSIVE,0.001821836689487
152,O colecionador de corruptos,OFFENSIVE,0.5408422350883484
153,"Sou mas a minha tem outro rostinho, iFood",NON_OFFENSIVE,0.002151048509404
154,Rara baleia jubarte albina é flagrada por drone na costa da Austrália,NON_OFFENSIVE,0.0008963071741163
155,"Enquanto isso, os nazistas e supremacistas brancos americanos desfilam livremente pelas ruas dos EUA com armas, símbolos e bandeiras. Isso revela o suficiente sobre a natureza do regime americano.",NON_OFFENSIVE,0.1335374116897583
156,O problema da extrema direita sempre foi estético e cognitivo!,NON_OFFENSIVE,0.0071213850751519
157,"Vcs estão de brincadeira , vagabundos",OFFENSIVE,0.8512582778930664
158,"Me diga ,excetuando Benedita ,a qual ficou no governo por 8 meses ,e não foi reeleita , qual foi o governador do PT , que o Rio teve ?",NON_OFFENSIVE,0.0004914655582979
159,puta merda! falta muito para essa palhaçada acabar?,OFFENSIVE,0.986729860305786
160,Covarde traidor.,OFFENSIVE,0.9902661442756652
161,Que dupla foda!! Nosso futuro presidente e nossa futura ministra!,OFFENSIVE,0.9672231078147888
162,Que sonho! Casa nova pra juntar a galera é a melhor coisa. O primeiro item de decor? Um vaso de chão com uma costeladeadão GIGANTE na sala pra impressionar as visitas logo de cara!,NON_OFFENSIVE,0.0075859236530959
163,vocês não cansam de passar vergonha e pano pra esse desgoverno não? Vocês são PATÉTICOS.,OFFENSIVE,0.9951699376106262
164,Vai ter mamata ate na hora de pagar pelos seus crimes. Por isso os bolsominions chamam de mito.,OFFENSIVE,0.636997401714325
165,"Como pode a imprensa da voz a um sujeito desse neste momento ? O país esta esta merda, muito e devido a este monte de semi blogueiros que assumiram papel de jornalistas na imprensa brasileira. Olha o nível de matéria deste jornal, abandonei tv, e o próximo passo e as redes .",OFFENSIVE,0.7963096499443054
166,Podia essa pauta viralizar.,NON_OFFENSIVE,0.0005278807948343
167,Ana Paula Siebert dá resposta afiada sobre Virginia e Vini Jr. A influenciadora resolveu opinar sobre o relacionamento amoroso do jogador de futebol com a loira Leia curt.linkvdpLe,NON_OFFENSIVE,0.0009233966120518
168,Tenta botar o Lula em um estádio aqui em SP pra vc ver o que acontece.,NON_OFFENSIVE,0.1230111122131347
169,O povo argentino cansou dessa esquerdalha incompetente e burra Resumo da porra toda,OFFENSIVE,0.995055079460144
170,O dono do bostil precisa saber de tudo. Vai a merda globo.,OFFENSIVE,0.9800139665603638
171,É uma vergonha atrás da outra...,NON_OFFENSIVE,0.1887717992067337
172,O Vagabundo do Derrite foi expulso da Polícia igual ao vagabundo do Bolsonaro foi expulso do exército!,NON_OFFENSIVE,0.0770949646830558
173,Tudo ingual..,NON_OFFENSIVE,0.0515042729675769
174,Então tem que começar a matar as crianças.,OFFENSIVE,0.9668758511543274
175,ferreira acha que é o messi esse bosta,OFFENSIVE,0.6988896727561951
176,O sistema e foda.,OFFENSIVE,0.9578140377998352
177,"Agora não vai ter regulamento nem tabela geral 15 de 24 em 1990 que possa nos salvar, Meu Deus do céu os antis falam tanto em rebaixado no Paulista que realmente vamos cair no paulista LEI DA ATRAÇÃO EXISTE MEU DEUS DO CÉU",NON_OFFENSIVE,0.0154508827254176
178,Deus nos livre desse ladrão FDP!!!,OFFENSIVE,0.829605221748352
179,Posso corrigir Derrota merecida do Diniz em São Januário,NON_OFFENSIVE,0.0008258014568127
180,"Caramba, avisaram cedo ein?",NON_OFFENSIVE,0.0030370813328772
181,Salvar ? Quem está destruindo são os mesmos que estão financiando essa palhaçada de COP30 kkk. Vocês são uma piada !,OFFENSIVE,0.909929096698761
182,Depende se quem analisa é a BBC News!!!!,NON_OFFENSIVE,0.0007649721810594
183,"Marreco é lixo do lixo, alguém ne explica pq Nine fingers,depois de ter falado em entrevista que ia foder o Moro e queria ver na cadeia, deixou pra lá?",OFFENSIVE,0.99285089969635
184,Kkkkkkkk Já enfiou imposto até o talo e vai ter mais em 26,NON_OFFENSIVE,0.0024990828242152
185,Não tem currículo e sim folha corrida!,NON_OFFENSIVE,0.0241458937525749
186,"Fui pesquisar quem é o cabra aí do post e, puta que pariu, essa merda aí tá solta depois do que fez com a exesposa?",OFFENSIVE,0.9795840382575988
187,parabéns senador! que alívio rs,NON_OFFENSIVE,0.0011571396607905
188,Passando pano para mais uma agressão desse grupo nojento! Só vão expulsar quando um sair morto!,OFFENSIVE,0.9666842818260192
189,Esse derrite é um matador profissional. PEC DA BANDIDAGEM 2.0.,OFFENSIVE,0.6269327402114868
190,"E a anistia, senador?",NON_OFFENSIVE,0.0204241219907999
191,eu n trabalho aqui dancinha,OFFENSIVE,0.7072100043296814
192,"Cadê o BOPE pra chegar atirando, só tem bandido aqui BOPE, cadê os fuzileiros e os Snipes?",OFFENSIVE,0.5456059575080872
193,Vcs são uma vergonha. Rebae de desgraça!!!,OFFENSIVE,0.9876553416252136
194,Matue ta sinistro to com medo,NON_OFFENSIVE,0.0845784395933151
195,"FORA CASARES, seu intuito é destruir o São Paulo. Seu desgracado",OFFENSIVE,0.6770832538604736
196,OTERIO DE ESQUERDA QUE ROMANTIZA CRIMINOSO TEM QUE SE F. MESMO x.commetropolessta,OFFENSIVE,0.9760161638259888
197,"E a imprensa lixo, publica isso como se tivesse tudo dentro da normalidade. CAIRÃO!",OFFENSIVE,0.9779079556465148
198,Isso que dá por arma na mão de idiotas que juram serem CACS pela finalidade de legítima defesa.,OFFENSIVE,0.984797179698944
199,Centro vence eleições na Holanda e Ron Jetten deve ser o primeiro premiê gay do país,OFFENSIVE,0.5655313730239868
200,"O trabalho continua! O Cartão da Primeira Infância Carioca chegou para mais 957 famílias da Zona Norte da cidade, nesta quartafeira 2910. O benefício garante R200 mensais pra que crianças de 0 a 4 anos, que vivem em vulnerabilidade, tenham comida na mesa.",NON_OFFENSIVE,0.0008311764104291
201,Ontem os jornalistas disseram que Lula ia encontrar Trump hoje já mudou pq?,NON_OFFENSIVE,0.0031499820761382
202,"Está sendo orientado, e fala tanta merda?",OFFENSIVE,0.8863895535469055
203,"Eu não acho, tenho certeza Vamos parar com esse discurso hipócrita, é óbvio que tem mais tolerância para os lances do palmeiras é não é de hj. Se não fosse a arbitragem em 2019 o Flamengo teria sido campeão antes da final da libertadores",OFFENSIVE,0.6332848072052002
204,Veja o que é ou sobre megaoperação no Rio de Janeiro,NON_OFFENSIVE,0.0008485398720949
205,Só é ridículo isso ser cobrado do erário. Deveria incidir sobre o CPF de quem toma decisões estúpidas.,OFFENSIVE,0.9929094910621644
206,"Na capital mineira, a temperatura mínima prevista é de 15 C e a máxima de 27 C, com umidade relativa do ar mínima em torno de 40, à tarde.",NON_OFFENSIVE,0.0004605655267369
207,"Vcs todos os dos dois lados cansaram as pessoas , vcs todos estão derretendo e são chatos pra caramba",OFFENSIVE,0.8730222582817078
208,"São os papais do ano, sim! Klebber Toledo prestigiou um desfile de Camila Queiroz nesta segundafeira 27. Case com alguém que te olhe como eles se olham! Clayton Felizardo BrazilNews",NON_OFFENSIVE,0.0057003125548362
209,querer a morte de bandido não é errado,OFFENSIVE,0.6082239151000977
210,tenham pena de bandido mesmo seus canalhas,OFFENSIVE,0.8990355134010315
211,"Lula, Tem PITU, AÍ ?",NON_OFFENSIVE,0.0169756468385458
212,Vamo ae Coringão,NON_OFFENSIVE,0.0011403021635487
213,E o fim da escala 6x1? Vai sancionar quando?,NON_OFFENSIVE,0.0015293922042474
214,"Sai, pequi roído",NON_OFFENSIVE,0.1424004286527633
215,Os narcotraficantes tiraram as roupas camufladas dos corpos... dos soldados do narcotráfico. Por isso estão de cuecas.,NON_OFFENSIVE,0.0807501375675201
216,"mto post pouco futebol, ganhem uma vez na vida seus vagabundos",NON_OFFENSIVE,0.3276157081127167
217,"Com arquibancada modular dos Jogos de Paris e reconhecimento facial, GP São Paulo de Fórmula 1 espera recorde de público",NON_OFFENSIVE,0.0004753993707709
218,"Até os 10 do segundo tempo era uma derrota muito injusta. Após isso, o Vasco mereceu tudo que aconteceu. Errou muito e o São Paulo aproveitou o presente.",NON_OFFENSIVE,0.0009370958432555
219,Nossa esse guga eh o cara mais otario do mundo!,OFFENSIVE,0.5196981430053711
220,Quanto dura popularidade de políticos linhadura na guerra às drogas?,NON_OFFENSIVE,0.0694826319813728
221,amg compra!,NON_OFFENSIVE,0.0007490180432796
222,Murilo é horrível. Aposenta bagre,NON_OFFENSIVE,0.1927821934223175
223,vocês ou são muito burros ou são muito desonestos pra acreditar fielmente nesse vídeo,OFFENSIVE,0.9613240361213684
224,EM 2026 É LULA DE NOVO!,NON_OFFENSIVE,0.032545268535614
225,"Velho burro, pare de provocar pois depois quem sofre é o Brasileiro pagamdo mais impostos.",OFFENSIVE,0.9451291561126708
226,Agora usa o boné do PCX que eu quero ver?,NON_OFFENSIVE,0.0011159302666783
227,Politiqueiro é o Presidente que saiu da cadeia e conta com os votos dos traficantes.,NON_OFFENSIVE,0.0532617829740047
